gene_id	go_id	go_ontology	go_term
HIS92_RS09175	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS09175	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS09175	GO:0019222	BP	regulation of metabolic process
HIS92_RS09175	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS09175	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS09175	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS09175	GO:0032774	BP	RNA biosynthetic process
HIS92_RS09175	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS09175	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS09175	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS09175	GO:0043170	BP	macromolecule metabolic process
HIS92_RS09175	GO:0044237	BP	cellular metabolic process
HIS92_RS09175	GO:0044238	BP	primary metabolic process
HIS92_RS09175	GO:0044249	BP	cellular biosynthetic process
HIS92_RS09175	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS09175	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS09175	GO:0046483	BP	heterocycle metabolic process
HIS92_RS09175	GO:0050789	BP	regulation of biological process
HIS92_RS09175	GO:0050794	BP	regulation of cellular process
HIS92_RS09175	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS09175	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS09175	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS09175	GO:0065007	BP	biological regulation
HIS92_RS09175	GO:0071704	BP	organic substance metabolic process
HIS92_RS09175	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS09175	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS09175	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS09175	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS09175	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS09175	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS09175	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS09175	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS09175	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS09175	GO:0003700	MF	DNA-binding transcription factor activity
HIS92_RS09175	GO:0140110	MF	transcription regulator activity
HIS92_RS09175	GO:0003674	MF	molecular_function
HIS92_RS09180	GO:0016020	CC	membrane
HIS92_RS09180	GO:0016021	CC	integral component of membrane
HIS92_RS09180	GO:0005575	CC	cellular_component
HIS92_RS09180	GO:0031224	CC	intrinsic component of membrane
HIS92_RS09180	GO:0044425	CC	membrane part
HIS92_RS09185	GO:0003677	MF	DNA binding
HIS92_RS09185	GO:0003674	MF	molecular_function
HIS92_RS09185	GO:0003676	MF	nucleic acid binding
HIS92_RS09185	GO:0005488	MF	binding
HIS92_RS09185	GO:0097159	MF	organic cyclic compound binding
HIS92_RS09185	GO:1901363	MF	heterocyclic compound binding
HIS92_RS09190	GO:0005515	MF	protein binding
HIS92_RS09190	GO:0003674	MF	molecular_function
HIS92_RS09190	GO:0005488	MF	binding
HIS92_RS09195	GO:0030170	MF	pyridoxal phosphate binding
HIS92_RS09195	GO:0003674	MF	molecular_function
HIS92_RS09195	GO:0005488	MF	binding
HIS92_RS09195	GO:0008144	MF	drug binding
HIS92_RS09195	GO:0019842	MF	vitamin binding
HIS92_RS09195	GO:0036094	MF	small molecule binding
HIS92_RS09195	GO:0043167	MF	ion binding
HIS92_RS09195	GO:0043168	MF	anion binding
HIS92_RS09195	GO:0048037	MF	cofactor binding
HIS92_RS09195	GO:0050662	MF	coenzyme binding
HIS92_RS09195	GO:0070279	MF	vitamin B6 binding
HIS92_RS09195	GO:0097159	MF	organic cyclic compound binding
HIS92_RS09195	GO:1901363	MF	heterocyclic compound binding
HIS92_RS09200	GO:0005622	CC	intracellular
HIS92_RS09200	GO:0005575	CC	cellular_component
HIS92_RS09200	GO:0005623	CC	cell
HIS92_RS09200	GO:0044464	CC	cell part
HIS92_RS09200	GO:0003723	MF	RNA binding
HIS92_RS09200	GO:0019843	MF	rRNA binding
HIS92_RS09200	GO:0003674	MF	molecular_function
HIS92_RS09200	GO:0003676	MF	nucleic acid binding
HIS92_RS09200	GO:0005488	MF	binding
HIS92_RS09200	GO:0097159	MF	organic cyclic compound binding
HIS92_RS09200	GO:1901363	MF	heterocyclic compound binding
HIS92_RS09215	GO:0006418	BP	tRNA aminoacylation for protein translation
HIS92_RS09215	GO:0008152	BP	metabolic process
HIS92_RS09215	GO:0006082	BP	organic acid metabolic process
HIS92_RS09215	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS09215	GO:0006399	BP	tRNA metabolic process
HIS92_RS09215	GO:0006412	BP	translation
HIS92_RS09215	GO:0006518	BP	peptide metabolic process
HIS92_RS09215	GO:0006520	BP	cellular amino acid metabolic process
HIS92_RS09215	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS09215	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS09215	GO:0008150	BP	biological_process
HIS92_RS09215	GO:0009058	BP	biosynthetic process
HIS92_RS09215	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS09215	GO:0009987	BP	cellular process
HIS92_RS09215	GO:0010467	BP	gene expression
HIS92_RS09215	GO:0016070	BP	RNA metabolic process
HIS92_RS09215	GO:0019538	BP	protein metabolic process
HIS92_RS09215	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS09215	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS09215	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS09215	GO:0034660	BP	ncRNA metabolic process
HIS92_RS09215	GO:0043038	BP	amino acid activation
HIS92_RS09215	GO:0043039	BP	tRNA aminoacylation
HIS92_RS09215	GO:0043043	BP	peptide biosynthetic process
HIS92_RS09215	GO:0043170	BP	macromolecule metabolic process
HIS92_RS09215	GO:0043436	BP	oxoacid metabolic process
HIS92_RS09215	GO:0043603	BP	cellular amide metabolic process
HIS92_RS09215	GO:0043604	BP	amide biosynthetic process
HIS92_RS09215	GO:0044237	BP	cellular metabolic process
HIS92_RS09215	GO:0044238	BP	primary metabolic process
HIS92_RS09215	GO:0044249	BP	cellular biosynthetic process
HIS92_RS09215	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS09215	GO:0044267	BP	cellular protein metabolic process
HIS92_RS09215	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS09215	GO:0044281	BP	small molecule metabolic process
HIS92_RS09215	GO:0046483	BP	heterocycle metabolic process
HIS92_RS09215	GO:0071704	BP	organic substance metabolic process
HIS92_RS09215	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS09215	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS09215	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS09215	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS09215	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS09215	GO:0000166	MF	nucleotide binding
HIS92_RS09215	GO:0004812	MF	aminoacyl-tRNA ligase activity
HIS92_RS09215	GO:0005524	MF	ATP binding
HIS92_RS09215	GO:0003723	MF	RNA binding
HIS92_RS09215	GO:0003674	MF	molecular_function
HIS92_RS09215	GO:0005488	MF	binding
HIS92_RS09215	GO:0036094	MF	small molecule binding
HIS92_RS09215	GO:0097159	MF	organic cyclic compound binding
HIS92_RS09215	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS09215	GO:1901363	MF	heterocyclic compound binding
HIS92_RS09215	GO:0003824	MF	catalytic activity
HIS92_RS09215	GO:0016874	MF	ligase activity
HIS92_RS09215	GO:0016875	MF	ligase activity, forming carbon-oxygen bonds
HIS92_RS09215	GO:0140098	MF	catalytic activity, acting on RNA
HIS92_RS09215	GO:0140101	MF	catalytic activity, acting on a tRNA
HIS92_RS09215	GO:0008144	MF	drug binding
HIS92_RS09215	GO:0017076	MF	purine nucleotide binding
HIS92_RS09215	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS09215	GO:0032553	MF	ribonucleotide binding
HIS92_RS09215	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS09215	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS09215	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS09215	GO:0043167	MF	ion binding
HIS92_RS09215	GO:0043168	MF	anion binding
HIS92_RS09215	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS09215	GO:0003676	MF	nucleic acid binding
HIS92_RS09220	GO:0016407	MF	acetyltransferase activity
HIS92_RS09220	GO:0003674	MF	molecular_function
HIS92_RS09220	GO:0003824	MF	catalytic activity
HIS92_RS09220	GO:0016740	MF	transferase activity
HIS92_RS09220	GO:0016746	MF	transferase activity, transferring acyl groups
HIS92_RS09220	GO:0016747	MF	transferase activity, transferring acyl groups other than amino-acyl groups
HIS92_RS09225	GO:0008152	BP	metabolic process
HIS92_RS09225	GO:0008150	BP	biological_process
HIS92_RS09225	GO:0003824	MF	catalytic activity
HIS92_RS09225	GO:0003674	MF	molecular_function
HIS92_RS09235	GO:0008152	BP	metabolic process
HIS92_RS09235	GO:0008150	BP	biological_process
HIS92_RS09235	GO:0016597	MF	amino acid binding
HIS92_RS09235	GO:0003674	MF	molecular_function
HIS92_RS09235	GO:0005488	MF	binding
HIS92_RS09235	GO:0031406	MF	carboxylic acid binding
HIS92_RS09235	GO:0036094	MF	small molecule binding
HIS92_RS09235	GO:0043167	MF	ion binding
HIS92_RS09235	GO:0043168	MF	anion binding
HIS92_RS09235	GO:0043177	MF	organic acid binding
HIS92_RS09255	GO:0000160	BP	phosphorelay signal transduction system
HIS92_RS09255	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS09255	GO:0007165	BP	signal transduction
HIS92_RS09255	GO:0035556	BP	intracellular signal transduction
HIS92_RS09255	GO:0007154	BP	cell communication
HIS92_RS09255	GO:0008150	BP	biological_process
HIS92_RS09255	GO:0009987	BP	cellular process
HIS92_RS09255	GO:0023052	BP	signaling
HIS92_RS09255	GO:0050789	BP	regulation of biological process
HIS92_RS09255	GO:0050794	BP	regulation of cellular process
HIS92_RS09255	GO:0050896	BP	response to stimulus
HIS92_RS09255	GO:0051716	BP	cellular response to stimulus
HIS92_RS09255	GO:0065007	BP	biological regulation
HIS92_RS09255	GO:0008152	BP	metabolic process
HIS92_RS09255	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS09255	GO:0006351	BP	transcription, DNA-templated
HIS92_RS09255	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS09255	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS09255	GO:0009058	BP	biosynthetic process
HIS92_RS09255	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS09255	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS09255	GO:0010467	BP	gene expression
HIS92_RS09255	GO:0010468	BP	regulation of gene expression
HIS92_RS09255	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS09255	GO:0016070	BP	RNA metabolic process
HIS92_RS09255	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS09255	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS09255	GO:0019222	BP	regulation of metabolic process
HIS92_RS09255	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS09255	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS09255	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS09255	GO:0032774	BP	RNA biosynthetic process
HIS92_RS09255	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS09255	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS09255	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS09255	GO:0043170	BP	macromolecule metabolic process
HIS92_RS09255	GO:0044237	BP	cellular metabolic process
HIS92_RS09255	GO:0044238	BP	primary metabolic process
HIS92_RS09255	GO:0044249	BP	cellular biosynthetic process
HIS92_RS09255	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS09255	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS09255	GO:0046483	BP	heterocycle metabolic process
HIS92_RS09255	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS09255	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS09255	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS09255	GO:0071704	BP	organic substance metabolic process
HIS92_RS09255	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS09255	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS09255	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS09255	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS09255	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS09255	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS09255	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS09255	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS09255	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS09255	GO:0003677	MF	DNA binding
HIS92_RS09255	GO:0003674	MF	molecular_function
HIS92_RS09255	GO:0003676	MF	nucleic acid binding
HIS92_RS09255	GO:0005488	MF	binding
HIS92_RS09255	GO:0097159	MF	organic cyclic compound binding
HIS92_RS09255	GO:1901363	MF	heterocyclic compound binding
HIS92_RS09260	GO:0007165	BP	signal transduction
HIS92_RS09260	GO:0007154	BP	cell communication
HIS92_RS09260	GO:0008150	BP	biological_process
HIS92_RS09260	GO:0009987	BP	cellular process
HIS92_RS09260	GO:0023052	BP	signaling
HIS92_RS09260	GO:0050789	BP	regulation of biological process
HIS92_RS09260	GO:0050794	BP	regulation of cellular process
HIS92_RS09260	GO:0050896	BP	response to stimulus
HIS92_RS09260	GO:0051716	BP	cellular response to stimulus
HIS92_RS09260	GO:0065007	BP	biological regulation
HIS92_RS09260	GO:0016021	CC	integral component of membrane
HIS92_RS09260	GO:0005575	CC	cellular_component
HIS92_RS09260	GO:0016020	CC	membrane
HIS92_RS09260	GO:0031224	CC	intrinsic component of membrane
HIS92_RS09260	GO:0044425	CC	membrane part
HIS92_RS09260	GO:0000155	MF	phosphorelay sensor kinase activity
HIS92_RS09260	GO:0003674	MF	molecular_function
HIS92_RS09260	GO:0003824	MF	catalytic activity
HIS92_RS09260	GO:0004672	MF	protein kinase activity
HIS92_RS09260	GO:0004673	MF	protein histidine kinase activity
HIS92_RS09260	GO:0016301	MF	kinase activity
HIS92_RS09260	GO:0016740	MF	transferase activity
HIS92_RS09260	GO:0016772	MF	transferase activity, transferring phosphorus-containing groups
HIS92_RS09260	GO:0016773	MF	phosphotransferase activity, alcohol group as acceptor
HIS92_RS09260	GO:0016775	MF	phosphotransferase activity, nitrogenous group as acceptor
HIS92_RS09260	GO:0140096	MF	catalytic activity, acting on a protein
HIS92_RS09270	GO:0016491	MF	oxidoreductase activity
HIS92_RS09270	GO:0003674	MF	molecular_function
HIS92_RS09270	GO:0003824	MF	catalytic activity
HIS92_RS09275	GO:0006810	BP	transport
HIS92_RS09275	GO:0008150	BP	biological_process
HIS92_RS09275	GO:0051179	BP	localization
HIS92_RS09275	GO:0051234	BP	establishment of localization
HIS92_RS09275	GO:0016021	CC	integral component of membrane
HIS92_RS09275	GO:0005575	CC	cellular_component
HIS92_RS09275	GO:0016020	CC	membrane
HIS92_RS09275	GO:0031224	CC	intrinsic component of membrane
HIS92_RS09275	GO:0044425	CC	membrane part
HIS92_RS09275	GO:0005216	MF	ion channel activity
HIS92_RS09275	GO:0003674	MF	molecular_function
HIS92_RS09275	GO:0005215	MF	transporter activity
HIS92_RS09275	GO:0022857	MF	transmembrane transporter activity
HIS92_RS09275	GO:0015075	MF	ion transmembrane transporter activity
HIS92_RS09275	GO:0015267	MF	channel activity
HIS92_RS09275	GO:0015318	MF	inorganic molecular entity transmembrane transporter activity
HIS92_RS09275	GO:0022803	MF	passive transmembrane transporter activity
HIS92_RS09275	GO:0022838	MF	substrate-specific channel activity
HIS92_RS09300	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS09300	GO:0008152	BP	metabolic process
HIS92_RS09300	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS09300	GO:0006351	BP	transcription, DNA-templated
HIS92_RS09300	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS09300	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS09300	GO:0008150	BP	biological_process
HIS92_RS09300	GO:0009058	BP	biosynthetic process
HIS92_RS09300	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS09300	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS09300	GO:0009987	BP	cellular process
HIS92_RS09300	GO:0010467	BP	gene expression
HIS92_RS09300	GO:0010468	BP	regulation of gene expression
HIS92_RS09300	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS09300	GO:0016070	BP	RNA metabolic process
HIS92_RS09300	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS09300	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS09300	GO:0019222	BP	regulation of metabolic process
HIS92_RS09300	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS09300	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS09300	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS09300	GO:0032774	BP	RNA biosynthetic process
HIS92_RS09300	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS09300	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS09300	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS09300	GO:0043170	BP	macromolecule metabolic process
HIS92_RS09300	GO:0044237	BP	cellular metabolic process
HIS92_RS09300	GO:0044238	BP	primary metabolic process
HIS92_RS09300	GO:0044249	BP	cellular biosynthetic process
HIS92_RS09300	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS09300	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS09300	GO:0046483	BP	heterocycle metabolic process
HIS92_RS09300	GO:0050789	BP	regulation of biological process
HIS92_RS09300	GO:0050794	BP	regulation of cellular process
HIS92_RS09300	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS09300	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS09300	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS09300	GO:0065007	BP	biological regulation
HIS92_RS09300	GO:0071704	BP	organic substance metabolic process
HIS92_RS09300	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS09300	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS09300	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS09300	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS09300	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS09300	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS09300	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS09300	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS09300	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS09300	GO:0003677	MF	DNA binding
HIS92_RS09300	GO:0003700	MF	DNA-binding transcription factor activity
HIS92_RS09300	GO:0003674	MF	molecular_function
HIS92_RS09300	GO:0003676	MF	nucleic acid binding
HIS92_RS09300	GO:0005488	MF	binding
HIS92_RS09300	GO:0097159	MF	organic cyclic compound binding
HIS92_RS09300	GO:1901363	MF	heterocyclic compound binding
HIS92_RS09300	GO:0140110	MF	transcription regulator activity
HIS92_RS09315	GO:0046417	BP	chorismate metabolic process
HIS92_RS09315	GO:0008152	BP	metabolic process
HIS92_RS09315	GO:0006082	BP	organic acid metabolic process
HIS92_RS09315	GO:0008150	BP	biological_process
HIS92_RS09315	GO:0009987	BP	cellular process
HIS92_RS09315	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS09315	GO:0043436	BP	oxoacid metabolic process
HIS92_RS09315	GO:0043648	BP	dicarboxylic acid metabolic process
HIS92_RS09315	GO:0044237	BP	cellular metabolic process
HIS92_RS09315	GO:0044281	BP	small molecule metabolic process
HIS92_RS09315	GO:0071704	BP	organic substance metabolic process
HIS92_RS09335	GO:0006508	BP	proteolysis
HIS92_RS09335	GO:0008152	BP	metabolic process
HIS92_RS09335	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS09335	GO:0008150	BP	biological_process
HIS92_RS09335	GO:0019538	BP	protein metabolic process
HIS92_RS09335	GO:0043170	BP	macromolecule metabolic process
HIS92_RS09335	GO:0044238	BP	primary metabolic process
HIS92_RS09335	GO:0071704	BP	organic substance metabolic process
HIS92_RS09335	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS09335	GO:0004177	MF	aminopeptidase activity
HIS92_RS09335	GO:0003674	MF	molecular_function
HIS92_RS09335	GO:0003824	MF	catalytic activity
HIS92_RS09335	GO:0008233	MF	peptidase activity
HIS92_RS09335	GO:0008238	MF	exopeptidase activity
HIS92_RS09335	GO:0070011	MF	peptidase activity, acting on L-amino acid peptides
HIS92_RS09335	GO:0016787	MF	hydrolase activity
HIS92_RS09335	GO:0140096	MF	catalytic activity, acting on a protein
HIS92_RS09340	GO:0030153	BP	bacteriocin immunity
HIS92_RS09340	GO:0008152	BP	metabolic process
HIS92_RS09340	GO:0008150	BP	biological_process
HIS92_RS09340	GO:0009404	BP	toxin metabolic process
HIS92_RS09340	GO:0009987	BP	cellular process
HIS92_RS09340	GO:0019748	BP	secondary metabolic process
HIS92_RS09340	GO:0044237	BP	cellular metabolic process
HIS92_RS09345	GO:0008080	MF	N-acetyltransferase activity
HIS92_RS09345	GO:0003674	MF	molecular_function
HIS92_RS09345	GO:0003824	MF	catalytic activity
HIS92_RS09345	GO:0016407	MF	acetyltransferase activity
HIS92_RS09345	GO:0016410	MF	N-acyltransferase activity
HIS92_RS09345	GO:0016740	MF	transferase activity
HIS92_RS09345	GO:0016746	MF	transferase activity, transferring acyl groups
HIS92_RS09345	GO:0016747	MF	transferase activity, transferring acyl groups other than amino-acyl groups
HIS92_RS09350	GO:0008080	MF	N-acetyltransferase activity
HIS92_RS09350	GO:0003674	MF	molecular_function
HIS92_RS09350	GO:0003824	MF	catalytic activity
HIS92_RS09350	GO:0016407	MF	acetyltransferase activity
HIS92_RS09350	GO:0016410	MF	N-acyltransferase activity
HIS92_RS09350	GO:0016740	MF	transferase activity
HIS92_RS09350	GO:0016746	MF	transferase activity, transferring acyl groups
HIS92_RS09350	GO:0016747	MF	transferase activity, transferring acyl groups other than amino-acyl groups
HIS92_RS09355	GO:0016020	CC	membrane
HIS92_RS09355	GO:0016021	CC	integral component of membrane
HIS92_RS09355	GO:0005575	CC	cellular_component
HIS92_RS09355	GO:0031224	CC	intrinsic component of membrane
HIS92_RS09355	GO:0044425	CC	membrane part
HIS92_RS09360	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS09360	GO:0008152	BP	metabolic process
HIS92_RS09360	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS09360	GO:0006351	BP	transcription, DNA-templated
HIS92_RS09360	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS09360	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS09360	GO:0008150	BP	biological_process
HIS92_RS09360	GO:0009058	BP	biosynthetic process
HIS92_RS09360	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS09360	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS09360	GO:0009987	BP	cellular process
HIS92_RS09360	GO:0010467	BP	gene expression
HIS92_RS09360	GO:0010468	BP	regulation of gene expression
HIS92_RS09360	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS09360	GO:0016070	BP	RNA metabolic process
HIS92_RS09360	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS09360	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS09360	GO:0019222	BP	regulation of metabolic process
HIS92_RS09360	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS09360	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS09360	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS09360	GO:0032774	BP	RNA biosynthetic process
HIS92_RS09360	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS09360	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS09360	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS09360	GO:0043170	BP	macromolecule metabolic process
HIS92_RS09360	GO:0044237	BP	cellular metabolic process
HIS92_RS09360	GO:0044238	BP	primary metabolic process
HIS92_RS09360	GO:0044249	BP	cellular biosynthetic process
HIS92_RS09360	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS09360	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS09360	GO:0046483	BP	heterocycle metabolic process
HIS92_RS09360	GO:0050789	BP	regulation of biological process
HIS92_RS09360	GO:0050794	BP	regulation of cellular process
HIS92_RS09360	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS09360	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS09360	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS09360	GO:0065007	BP	biological regulation
HIS92_RS09360	GO:0071704	BP	organic substance metabolic process
HIS92_RS09360	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS09360	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS09360	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS09360	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS09360	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS09360	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS09360	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS09360	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS09360	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS09360	GO:0003677	MF	DNA binding
HIS92_RS09360	GO:0003674	MF	molecular_function
HIS92_RS09360	GO:0003676	MF	nucleic acid binding
HIS92_RS09360	GO:0005488	MF	binding
HIS92_RS09360	GO:0097159	MF	organic cyclic compound binding
HIS92_RS09360	GO:1901363	MF	heterocyclic compound binding
HIS92_RS09365	GO:0009058	BP	biosynthetic process
HIS92_RS09365	GO:0008152	BP	metabolic process
HIS92_RS09365	GO:0008150	BP	biological_process
HIS92_RS09365	GO:0005524	MF	ATP binding
HIS92_RS09365	GO:0016874	MF	ligase activity
HIS92_RS09365	GO:0000166	MF	nucleotide binding
HIS92_RS09365	GO:0003674	MF	molecular_function
HIS92_RS09365	GO:0005488	MF	binding
HIS92_RS09365	GO:0008144	MF	drug binding
HIS92_RS09365	GO:0017076	MF	purine nucleotide binding
HIS92_RS09365	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS09365	GO:0032553	MF	ribonucleotide binding
HIS92_RS09365	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS09365	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS09365	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS09365	GO:0036094	MF	small molecule binding
HIS92_RS09365	GO:0043167	MF	ion binding
HIS92_RS09365	GO:0043168	MF	anion binding
HIS92_RS09365	GO:0097159	MF	organic cyclic compound binding
HIS92_RS09365	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS09365	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS09365	GO:1901363	MF	heterocyclic compound binding
HIS92_RS09365	GO:0003824	MF	catalytic activity
HIS92_RS09370	GO:0009435	BP	NAD biosynthetic process
