Geneid	Chr	Start	End	Strand	Length	pDG7_M-t0-3	pDG7-t0-3	pDG_M-t0-3	pDG-t0-3
HIS92_RS13760	NZ_CP051858.1	2687094	2687717	+	624	1137	833	379	737
HIS92_RS13765	NZ_CP051858.1	2687788	2688012	+	225	593	127	64	133
HIS92_RS13770	NZ_CP051858.1	2688118	2691648	+	3531	2797	2086	1051	1925
HIS92_RS13775	NZ_CP051858.1	2691785	2692321	+	537	974	534	307	438
HIS92_RS13780	NZ_CP051858.1	2692552	2694153	+	1602	724	495	235	543
HIS92_RS13785	NZ_CP051858.1	2694166	2695626	+	1461	1438	780	590	829
HIS92_RS13790	NZ_CP051858.1	2695641	2695916	+	276	293	147	119	158
HIS92_RS13795	NZ_CP051858.1	2695975	2696283	+	309	349	108	79	109
HIS92_RS13800	NZ_CP051858.1	2696280	2696933	+	654	336	596	290	560
HIS92_RS13805	NZ_CP051858.1	2696930	2697289	+	360	1208	1271	508	1136
HIS92_RS13810	NZ_CP051858.1	2697377	2697862	+	486	18620	12225	5317	12689
HIS92_RS13815	NZ_CP051858.1	2698022	2698095	+	74	15	0	1	1
HIS92_RS13820	NZ_CP051858.1	2698109	2698180	+	72	2	4	5	1
HIS92_RS13825	NZ_CP051858.1	2698438	2700909	+	2472	173	91	101	104
HIS92_RS13830	NZ_CP051858.1	2701140	2702570	+	1431	24278	18118	9518	17527
HIS92_RS13835	NZ_CP051858.1	2702567	2703109	+	543	18732	11254	5722	10939
HIS92_RS13840	NZ_CP051858.1	2703195	2705096	+	1902	50045	30051	17080	26670
HIS92_RS13845	NZ_CP051858.1	2705341	2706129	+	789	748	566	337	580
HIS92_RS13850	NZ_CP051858.1	2706136	2707011	+	876	1255	930	543	847
HIS92_RS13855	NZ_CP051858.1	2707116	2708039	+	924	4312	1950	864	1335
HIS92_RS13860	NZ_CP051858.1	2708262	2709659	+	1398	844	585	375	538
HIS92_RS13865	NZ_CP051858.1	2709665	2710252	+	588	224	139	93	149
HIS92_RS13870	NZ_CP051858.1	2710246	2711118	+	873	146	116	70	85
HIS92_RS13875	NZ_CP051858.1	2711093	2711953	+	861	57	36	21	25
HIS92_RS13880	NZ_CP051858.1	2711954	2712316	+	363	26	30	13	18
HIS92_RS13885	NZ_CP051858.1	2712313	2712828	+	516	87	67	23	63
HIS92_RS13890	NZ_CP051858.1	2712780	2712983	+	204	9	28	17	19
HIS92_RS13895	NZ_CP051858.1	2713007	2714005	+	999	931	419	300	455
HIS92_RS13900	NZ_CP051858.1	2714165	2715664	+	1500	26849	16273	8533	15621
HIS92_RS13905	NZ_CP051858.1	2716038	2717589	+	1552	10	34	25	22
HIS92_RS13910	NZ_CP051858.1	2717736	2720657	+	2922	227	169	115	119
HIS92_RS13915	NZ_CP051858.1	2720707	2720822	+	116	0	0	0	0
HIS92_RS13920	NZ_CP051858.1	2721030	2721491	+	462	1542	978	1599	1150
HIS92_RS13925	NZ_CP051858.1	2721662	2722210	+	549	1873	872	1553	1081
HIS92_RS13930	NZ_CP051858.1	2722215	2723279	+	1065	3360	2004	3115	2191
HIS92_RS13935	NZ_CP051858.1	2723302	2725737	+	2436	12347	6924	9482	6611
HIS92_RS13940	NZ_CP051858.1	2725833	2727209	+	1377	1277	847	815	864
HIS92_RS13945	NZ_CP051858.1	2727213	2728286	+	1074	982	634	524	613
HIS92_RS13950	NZ_CP051858.1	2728449	2729552	+	1104	2673	2434	846	2384
HIS92_RS13955	NZ_CP051858.1	2729569	2730249	+	681	2750	2209	775	1917
HIS92_RS13960	NZ_CP051858.1	2730366	2730842	+	477	582	473	186	433
HIS92_RS13965	NZ_CP051858.1	2730932	2732389	+	1458	19098	15640	7242	14931
HIS92_RS13970	NZ_CP051858.1	2732821	2733486	+	666	55	32	22	39
HIS92_RS13975	NZ_CP051858.1	2733467	2734864	+	1398	827	678	335	614
HIS92_RS13980	NZ_CP051858.1	2734867	2735274	+	408	340	283	145	291
HIS92_RS13985	NZ_CP051858.1	2735271	2736014	+	744	442	476	232	410
HIS92_RS13990	NZ_CP051858.1	2736018	2736530	+	513	778	538	310	509
HIS92_RS13995	NZ_CP051858.1	2736598	2737257	+	660	598	731	340	724
HIS92_RS14000	NZ_CP051858.1	2737394	2737540	+	147	112	322	165	360
HIS92_RS14005	NZ_CP051858.1	2737573	2737752	+	180	3738	1145	447	1185
HIS92_RS14010	NZ_CP051858.1	2737884	2738417	+	534	9459	6297	2223	6349
HIS92_RS14015	NZ_CP051858.1	2738585	2739010	+	426	57942	58783	22402	51730
HIS92_RS14020	NZ_CP051858.1	2739188	2739880	+	693	39380	31767	10853	28260
HIS92_RS14025	NZ_CP051858.1	2740114	2740614	+	501	54796	63918	19963	54833
HIS92_RS14030	NZ_CP051858.1	2740682	2741041	+	360	29525	27466	8307	23065
HIS92_RS14035	NZ_CP051858.1	2741118	2741717	+	600	1954	1652	707	1428
HIS92_RS14040	NZ_CP051858.1	2742009	2745542	+	3534	67317	55551	25730	50468
HIS92_RS14045	NZ_CP051858.1	2745580	2749191	+	3612	72267	55456	31247	50330
HIS92_RS14050	NZ_CP051858.1	2749305	2749553	+	249	24566	22471	6851	23200
HIS92_RS14055	NZ_CP051858.1	2749668	2750090	+	423	51589	73640	25949	68081
HIS92_RS14060	NZ_CP051858.1	2750120	2750590	+	471	32344	40468	14744	34710
HIS92_RS14065	NZ_CP051858.1	2750796	2752874	+	2079	167890	187072	76789	163779
HIS92_RS14070	NZ_CP051858.1	2752992	2754179	+	1188	212189	211419	103993	179415
HIS92_RS14075	NZ_CP051858.1	2754580	2754888	+	309	18538	27444	9258	25928
HIS92_RS14080	NZ_CP051858.1	2754923	2755555	+	633	32010	33611	13055	31095
HIS92_RS14085	NZ_CP051858.1	2755581	2756204	+	624	27796	25787	10881	23903
HIS92_RS14090	NZ_CP051858.1	2756204	2756494	+	291	13854	19874	8856	18749
HIS92_RS14095	NZ_CP051858.1	2756523	2757353	+	831	70421	52231	25280	46571
HIS92_RS14100	NZ_CP051858.1	2757414	2757692	+	279	12692	12784	4749	11315
HIS92_RS14105	NZ_CP051858.1	2757710	2758051	+	342	8128	9954	4286	9046
HIS92_RS14110	NZ_CP051858.1	2758055	2758714	+	660	16336	18607	8037	15842
HIS92_RS14115	NZ_CP051858.1	2758716	2759150	+	435	7303	9507	3785	7906
HIS92_RS14120	NZ_CP051858.1	2759140	2759340	+	201	3941	4924	2110	4445
HIS92_RS14125	NZ_CP051858.1	2759361	2759624	+	264	11684	11560	4849	10114
HIS92_RS14130	NZ_CP051858.1	2759668	2760036	+	369	13334	15278	7088	13445
HIS92_RS14135	NZ_CP051858.1	2760075	2760386	+	312	8723	7834	3579	7008
HIS92_RS14140	NZ_CP051858.1	2760413	2760952	+	540	20687	20173	9503	17701
HIS92_RS14145	NZ_CP051858.1	2760986	2761171	+	186	6997	7811	3652	7118
HIS92_RS14150	NZ_CP051858.1	2761201	2761599	+	399	10981	14296	7162	12828
HIS92_RS14155	NZ_CP051858.1	2761632	2762171	+	540	16716	15574	7574	13568
HIS92_RS14160	NZ_CP051858.1	2762205	2762567	+	363	7448	8847	4347	7674
HIS92_RS14165	NZ_CP051858.1	2762589	2763089	+	501	19780	17776	8854	16292
HIS92_RS14170	NZ_CP051858.1	2763103	2763285	+	183	5674	5793	2822	5022
HIS92_RS14175	NZ_CP051858.1	2763319	2763759	+	441	13938	15067	8306	13505
HIS92_RS14180	NZ_CP051858.1	2763759	2765060	+	1302	41444	37369	20937	34161
HIS92_RS14185	NZ_CP051858.1	2765115	2765765	+	651	13746	12860	5542	11727
HIS92_RS14190	NZ_CP051858.1	2765765	2766511	+	747	18280	18455	7452	16247
HIS92_RS14195	NZ_CP051858.1	2766580	2766798	+	219	3428	4774	1622	4083
HIS92_RS14200	NZ_CP051858.1	2766834	2766947	+	114	1397	2419	803	1998
HIS92_RS14205	NZ_CP051858.1	2766969	2767334	+	366	8550	15732	6428	14148
HIS92_RS14210	NZ_CP051858.1	2767359	2767748	+	390	8973	9244	4201	8159
HIS92_RS14215	NZ_CP051858.1	2767929	2768873	+	945	35417	37523	17856	33073
HIS92_RS14220	NZ_CP051858.1	2768909	2769271	+	363	14491	9435	4166	8149
HIS92_RS14225	NZ_CP051858.1	2769375	2770217	+	843	472	321	187	243
HIS92_RS14230	NZ_CP051858.1	2770193	2771074	+	882	346	255	203	207
HIS92_RS14235	NZ_CP051858.1	2771062	2771856	+	795	330	291	146	219
HIS92_RS14240	NZ_CP051858.1	2771871	2772614	+	744	483	320	190	302
HIS92_RS14245	NZ_CP051858.1	2772767	2773204	+	438	29973	38593	12999	36569
HIS92_RS14250	NZ_CP051858.1	2773226	2773618	+	393	10353	9407	3425	7591
HIS92_RS14255	NZ_CP051858.1	2773780	2774208	+	429	2	2	2	0
HIS92_RS14260	NZ_CP051858.1	2774275	2774988	+	714	44	20	111	7
HIS92_RS14265	NZ_CP051858.1	2775133	2776200	+	1068	2582	2443	1413	2109
HIS92_RS14270	NZ_CP051858.1	2776369	2776986	-	618	3	4	9	3
HIS92_RS14275	NZ_CP051858.1	2777126	2777737	+	612	160	166	128	100
HIS92_RS14280	NZ_CP051858.1	2777857	2778621	-	765	52	26	82	7
HIS92_RS14285	NZ_CP051858.1	2778792	2779010	+	219	3	8	3	2
HIS92_RS14290	NZ_CP051858.1	2779236	2780787	+	1552	40	34	25	46
HIS92_RS14295	NZ_CP051858.1	2780934	2783855	+	2922	212	155	114	155
HIS92_RS14300	NZ_CP051858.1	2783946	2784061	+	116	0	0	0	0
HIS92_RS14305	NZ_CP051858.1	2784071	2784145	+	75	0	0	0	0
HIS92_RS14310	NZ_CP051858.1	2784150	2784222	+	73	0	55	19	48
HIS92_RS14315	NZ_CP051858.1	2784244	2784318	+	75	0	122	27	86
HIS92_RS14320	NZ_CP051858.1	2784324	2784399	+	76	0	25	5	22
HIS92_RS14325	NZ_CP051858.1	2784416	2784499	+	84	49	71	23	47
HIS92_RS14330	NZ_CP051858.1	2784565	2784639	+	75	0	53	21	66
HIS92_RS14335	NZ_CP051858.1	2784645	2784720	+	76	0	24	10	18
HIS92_RS14340	NZ_CP051858.1	2784726	2784797	+	72	0	7	3	9
HIS92_RS14345	NZ_CP051858.1	2784808	2784880	+	73	0	1	0	0
HIS92_RS14350	NZ_CP051858.1	2784998	2786143	+	1146	1	0	0	3
HIS92_RS14355	NZ_CP051858.1	2786354	2787247	+	894	89	83	71	75
HIS92_RS14360	NZ_CP051858.1	2787496	2788317	+	822	1151	1530	465	1410
HIS92_RS14365	NZ_CP051858.1	2788310	2789797	+	1488	4094	4580	1549	4450
HIS92_RS14370	NZ_CP051858.1	2789790	2791136	+	1347	10063	7770	3050	6985
HIS92_RS14375	NZ_CP051858.1	2791425	2791610	+	186	289	1471	359	2051
HIS92_RS14380	NZ_CP051858.1	2791623	2793425	+	1803	12786	10647	2228	10596
HIS92_RS14385	NZ_CP051858.1	2793686	2795650	+	1965	48	45	22	79
HIS92_RS14390	NZ_CP051858.1	2795758	2796324	+	567	1111	973	400	894
HIS92_RS14395	NZ_CP051858.1	2796397	2796903	-	507	239	538	10	404
HIS92_RS14400	NZ_CP051858.1	2797297	2798073	+	777	130	70	85	83
HIS92_RS14405	NZ_CP051858.1	2798114	2798782	-	669	6	5	5	0
HIS92_RS14410	NZ_CP051858.1	2798757	2799797	-	1041	8	13	10	6
HIS92_RS14415	NZ_CP051858.1	2799810	2800622	-	813	4	3	7	5
HIS92_RS14420	NZ_CP051858.1	2800902	2801810	-	909	6	9	11	1
HIS92_RS14425	NZ_CP051858.1	2801967	2802731	+	765	132	122	65	107
HIS92_RS14430	NZ_CP051858.1	2802798	2804234	+	1437	112	62	27	68
HIS92_RS14435	NZ_CP051858.1	2804231	2804764	+	534	47	30	20	22
HIS92_RS14440	NZ_CP051858.1	2804842	2806560	+	1719	475	527	224	505
HIS92_RS14445	NZ_CP051858.1	2806687	2807937	+	1251	62	80	39	71
HIS92_RS14450	NZ_CP051858.1	2807971	2808417	-	447	192	102	15	72
HIS92_RS14455	NZ_CP051858.1	2808692	2809195	+	504	129	107	45	107
HIS92_RS14460	NZ_CP051858.1	2809212	2809427	-	216	2	2	7	2
HIS92_RS14465	NZ_CP051858.1	2809839	2810756	+	918	2	1	3	0
HIS92_RS14470	NZ_CP051858.1	2810774	2811778	+	1005	2	1	2	0
HIS92_RS14475	NZ_CP051858.1	2811735	2812745	+	1011	0	3	3	2
HIS92_RS14480	NZ_CP051858.1	2812742	2813515	+	774	0	1	7	2
HIS92_RS14485	NZ_CP051858.1	2813529	2815139	+	1611	40	4	39	15
HIS92_RS14490	NZ_CP051858.1	2815156	2815623	-	468	24	10	20	7
HIS92_RS14495	NZ_CP051858.1	2815796	2816011	+	216	2	1	11	3
HIS92_RS14500	NZ_CP051858.1	2816051	2817691	-	1641	329	261	650	190
HIS92_RS14505	NZ_CP051858.1	2818096	2819736	-	1641	557	628	357	651
HIS92_RS14510	NZ_CP051858.1	2820126	2820959	-	834	1790	1223	944	1194
HIS92_RS14515	NZ_CP051858.1	2820961	2821764	-	804	1391	1094	840	1092
HIS92_RS14520	NZ_CP051858.1	2822092	2822943	-	852	1277	1130	718	1237
HIS92_RS14525	NZ_CP051858.1	2823243	2823917	-	675	85	90	72	104
HIS92_RS14530	NZ_CP051858.1	2823923	2824729	-	807	62	93	83	115
HIS92_RS14535	NZ_CP051858.1	2824890	2825810	+	921	609	555	191	540
HIS92_RS14540	NZ_CP051858.1	2825876	2825944	-	69	847	756	482	352
HIS92_RS14545	NZ_CP051858.1	2826382	2827248	-	867	85	91	52	81
HIS92_RS14550	NZ_CP051858.1	2827376	2828344	+	969	102	51	52	52
HIS92_RS14555	NZ_CP051858.1	2828366	2828506	+	141	3	1	3	0
HIS92_RS14560	NZ_CP051858.1	2828567	2828662	-	96	90	85	40	36
HIS92_RS14565	NZ_CP051858.1	2829000	2829605	+	606	1283	1290	282	614
HIS92_RS14570	NZ_CP051858.1	2829678	2829773	-	96	43	58	25	25
HIS92_RS14575	NZ_CP051858.1	2830079	2831056	+	978	193	87	539	94
HIS92_RS14580	NZ_CP051858.1	2831218	2831547	+	330	9	11	6	3
HIS92_RS14585	NZ_CP051858.1	2831666	2832502	+	837	114	93	24	87
HIS92_RS14590	NZ_CP051858.1	2832641	2832997	+	357	28	18	3	9
HIS92_RS14595	NZ_CP051858.1	2833735	2834499	+	765	95	95	54	86
HIS92_RS14600	NZ_CP051858.1	2834616	2836265	-	1650	263	539	139	492
HIS92_RS14605	NZ_CP051858.1	2836506	2837039	+	534	201	194	90	193
HIS92_RS14610	NZ_CP051858.1	2837077	2837838	-	762	41	48	14	23
HIS92_RS14615	NZ_CP051858.1	2837975	2838103	-	129	12	15	15	6
HIS92_RS14620	NZ_CP051858.1	2838732	2840663	+	1932	27	18	20	18
HIS92_RS14625	NZ_CP051858.1	2841077	2841274	-	198	1	1	0	0
HIS92_RS14630	NZ_CP051858.1	2841643	2843370	+	1728	186	35	26	15
HIS92_RS14635	NZ_CP051858.1	2843474	2844430	+	957	18	9	19	3
HIS92_RS14640	NZ_CP051858.1	2844444	2845364	+	921	18	4	6	7
HIS92_RS14645	NZ_CP051858.1	2845375	2846355	+	981	14	5	8	3
HIS92_RS14650	NZ_CP051858.1	2846352	2847317	+	966	45	11	16	13
HIS92_RS14655	NZ_CP051858.1	2847354	2848226	-	873	2084	1542	766	1354
HIS92_RS14660	NZ_CP051858.1	2848668	2848775	+	108	135	666	84	230
HIS92_RS14665	NZ_CP051858.1	2848810	2848926	+	117	254	611	94	176
HIS92_RS14670	NZ_CP051858.1	2848970	2849077	+	108	378	692	126	180
HIS92_RS14675	NZ_CP051858.1	2849121	2849231	+	111	16	14	8	1
HIS92_RS14680	NZ_CP051858.1	2849651	2850769	+	1119	18	20	18	16
HIS92_RS14685	NZ_CP051858.1	2850836	2851792	+	957	23	37	49	17
HIS92_RS14690	NZ_CP051858.1	2851758	2852930	+	1173	71	48	108	49
HIS92_RS14695	NZ_CP051858.1	2853163	2854578	+	1416	97	19	200	21
HIS92_RS14700	NZ_CP051858.1	2854688	2855959	+	1272	19	18	16	12
HIS92_RS14705	NZ_CP051858.1	2856203	2857288	+	1086	4054	3123	1144	3149
HIS92_RS14710	NZ_CP051858.1	2857352	2858728	+	1377	1901	1900	697	1731
HIS92_RS14715	NZ_CP051858.1	2859034	2860599	+	1566	28883	18594	10341	18012
HIS92_RS14720	NZ_CP051858.1	2860694	2861656	+	963	41	35	19	26
HIS92_RS14725	NZ_CP051858.1	2861649	2862221	-	573	2	5	3	0
HIS92_RS14730	NZ_CP051858.1	2862315	2862674	+	360	38	56	13	65
HIS92_RS14735	NZ_CP051858.1	2862831	2863781	+	951	201	167	70	193
HIS92_RS14740	NZ_CP051858.1	2863899	2865068	+	1170	93	81	36	104
HIS92_RS14745	NZ_CP051858.1	2865377	2865664	+	288	1426	4448	2248	4009
HIS92_RS14750	NZ_CP051858.1	2865669	2866019	+	351	4256	3852	1925	3578
HIS92_RS14755	NZ_CP051858.1	2866087	2868255	+	2169	1498	1449	561	1280
HIS92_RS14760	NZ_CP051858.1	2868313	2868429	-	117	1	2	3	0
HIS92_RS14765	NZ_CP051858.1	2868625	2869083	+	459	79	84	41	88
HIS92_RS14770	NZ_CP051858.1	2869197	2869271	+	75	7	20	6	30
HIS92_RS14775	NZ_CP051858.1	2869275	2869365	+	91	0	144	61	155
HIS92_RS14780	NZ_CP051858.1	2869374	2869448	+	75	0	31	6	19
HIS92_RS14785	NZ_CP051858.1	2869453	2869528	+	76	0	77	32	91
HIS92_RS14790	NZ_CP051858.1	2869555	2869631	+	77	0	100	74	87
HIS92_RS14795	NZ_CP051858.1	2869635	2869710	+	76	15	102	71	135
HIS92_RS14800	NZ_CP051858.1	2869797	2869871	+	75	73	109	65	130
HIS92_RS14805	NZ_CP051858.1	2869877	2869949	+	73	0	13	2	18
HIS92_RS14810	NZ_CP051858.1	2869968	2870050	+	83	357	332	166	449
HIS92_RS14815	NZ_CP051858.1	2870147	2870223	+	77	29	60	29	49
HIS92_RS14820	NZ_CP051858.1	2870228	2870304	+	77	0	69	26	105
HIS92_RS14825	NZ_CP051858.1	2870306	2870376	+	71	0	0	2	0
HIS92_RS14830	NZ_CP051858.1	2870454	2872005	+	1552	9	27	30	34
HIS92_RS14835	NZ_CP051858.1	2872152	2875073	+	2922	51	195	94	154
HIS92_RS14840	NZ_CP051858.1	2875122	2875237	+	116	0	0	0	0
HIS92_RS14845	NZ_CP051858.1	2875250	2875326	+	77	0	0	0	0
HIS92_RS14850	NZ_CP051858.1	2875330	2875405	+	76	47	38	11	22
HIS92_RS14855	NZ_CP051858.1	2875580	2876053	+	474	397	382	134	394
HIS92_RS14860	NZ_CP051858.1	2876034	2876726	+	693	800	596	207	577
HIS92_RS14865	NZ_CP051858.1	2876741	2877184	+	444	410	520	153	400
HIS92_RS14870	NZ_CP051858.1	2877184	2878200	+	1017	1628	1223	541	1119
HIS92_RS14875	NZ_CP051858.1	2878685	2880673	-	1989	1634	1485	563	1498
HIS92_RS14880	NZ_CP051858.1	2880807	2881436	+	630	3434	2846	2235	3025
HIS92_RS14885	NZ_CP051858.1	2881466	2881657	-	192	201	112	47	87
HIS92_RS14890	NZ_CP051858.1	2881654	2882403	-	750	635	889	431	758
HIS92_RS14895	NZ_CP051858.1	2882795	2883079	+	285	6166	8932	4445	9261
HIS92_RS14900	NZ_CP051858.1	2883119	2884753	+	1635	53157	40575	21040	39360
HIS92_RS14905	NZ_CP051858.1	2884832	2886010	-	1179	1630	394	1120	323
HIS92_RS14910	NZ_CP051858.1	2886059	2886643	-	585	1457	534	945	517
HIS92_RS14915	NZ_CP051858.1	2886865	2887152	+	288	2264	31	1361	10
HIS92_RS14920	NZ_CP051858.1	2887271	2887417	+	147	10	0	5	0
HIS92_RS14925	NZ_CP051858.1	2887432	2887758	+	327	66	0	59	0
HIS92_RS14930	NZ_CP051858.1	2887862	2890414	+	2553	7476	292	5270	74
HIS92_RS14935	NZ_CP051858.1	2890728	2890946	+	219	351	23	245	2
HIS92_RS14940	NZ_CP051858.1	2890968	2891348	+	381	358	15	242	7
HIS92_RS14945	NZ_CP051858.1	2891369	2891653	+	285	224	13	165	6
HIS92_RS14950	NZ_CP051858.1	2892009	2892146	+	138	323	21	202	6
HIS92_RS14955	NZ_CP051858.1	2892178	2892804	+	627	1033	73	493	27
HIS92_RS14960	NZ_CP051858.1	2892834	2893436	+	603	1897	146	1007	48
HIS92_RS14965	NZ_CP051858.1	2893664	2894371	+	708	2358	952	1245	905
HIS92_RS14970	NZ_CP051858.1	2894407	2895591	+	1185	5378	1823	2479	1719
HIS92_RS14975	NZ_CP051858.1	2895764	2896294	-	531	800	670	456	582
HIS92_RS14980	NZ_CP051858.1	2896309	2897916	-	1608	1589	1277	1215	1264
HIS92_RS14985	NZ_CP051858.1	2898116	2898502	+	387	27	22	21	22
HIS92_RS14990	NZ_CP051858.1	2899319	2900860	+	1542	13516	13332	3174	16410
HIS92_RS14995	NZ_CP051858.1	2901165	2901680	+	516	155	395	123	298
HIS92_RS15000	NZ_CP051858.1	2901677	2902393	+	717	501	1093	272	960
HIS92_RS15005	NZ_CP051858.1	2902396	2903415	+	1020	663	1097	321	839
HIS92_RS15010	NZ_CP051858.1	2903771	2904145	+	375	423	398	133	411
HIS92_RS15015	NZ_CP051858.1	2904364	2904507	+	144	1	21	1	17
HIS92_RS15020	NZ_CP051858.1	2904534	2904806	+	273	32	24	2	21
HIS92_RS15025	NZ_CP051858.1	2905075	2906481	+	1407	53	46	29	52
HIS92_RS15030	NZ_CP051858.1	2906775	2907278	+	504	15	15	13	18
HIS92_RS15035	NZ_CP051858.1	2907259	2908287	+	1029	17	18	15	6
HIS92_RS15040	NZ_CP051858.1	2908308	2908514	+	207	1	0	4	3
HIS92_RS15045	NZ_CP051858.1	2908511	2909764	+	1254	21	21	20	23
HIS92_RS15050	NZ_CP051858.1	2909765	2910571	+	807	12	19	19	17
HIS92_RS15055	NZ_CP051858.1	2910558	2910950	+	393	18	22	10	22
HIS92_RS15060	NZ_CP051858.1	2911440	2912765	+	1326	122	146	71	170
HIS92_RS15065	NZ_CP051858.1	2913059	2913760	+	702	5	5	0	4
HIS92_RS15070	NZ_CP051858.1	2913744	2915249	+	1506	63	58	20	47
HIS92_RS15075	NZ_CP051858.1	2915544	2917095	+	1552	57	45	32	31
HIS92_RS15080	NZ_CP051858.1	2917242	2920163	+	2922	387	156	100	108
HIS92_RS15085	NZ_CP051858.1	2920213	2920328	+	116	0	0	0	0
HIS92_RS15090	NZ_CP051858.1	2920561	2921520	+	960	443	274	52	264
HIS92_RS15095	NZ_CP051858.1	2921721	2922452	+	732	995	775	354	720
HIS92_RS15100	NZ_CP051858.1	2922802	2924353	+	1552	21	43	36	38
HIS92_RS15105	NZ_CP051858.1	2924500	2927421	+	2922	104	176	120	137
HIS92_RS15110	NZ_CP051858.1	2927470	2927585	+	116	0	1	0	0
HIS92_RS15115	NZ_CP051858.1	2927661	2928119	-	459	68	69	50	93
HIS92_RS15120	NZ_CP051858.1	2928476	2929273	-	798	60	73	40	74
HIS92_RS15125	NZ_CP051858.1	2929291	2930028	-	738	17	46	24	30
HIS92_RS15130	NZ_CP051858.1	2930021	2930950	-	930	27	54	29	56
HIS92_RS15135	NZ_CP051858.1	2931019	2932032	-	1014	24	61	30	65
HIS92_RS15140	NZ_CP051858.1	2932022	2932735	-	714	15	23	9	46
HIS92_RS15145	NZ_CP051858.1	2933215	2934766	+	1552	55	37	21	43
HIS92_RS15150	NZ_CP051858.1	2934913	2937834	+	2922	185	168	100	149
HIS92_RS15155	NZ_CP051858.1	2937883	2937998	+	116	0	0	0	0
HIS92_RS15160	NZ_CP051858.1	2938211	2939131	+	921	24	19	22	18
HIS92_RS15165	NZ_CP051858.1	2939218	2940009	-	792	0	0	1	2
HIS92_RS15170	NZ_CP051858.1	2940325	2941876	+	1552	55	45	22	52
HIS92_RS15175	NZ_CP051858.1	2942023	2944944	+	2922	33	162	102	112
HIS92_RS15180	NZ_CP051858.1	2944994	2945109	+	116	0	0	0	0
HIS92_RS15185	NZ_CP051858.1	2945849	2946334	+	486	74	74	153	81
HIS92_RS15190	NZ_CP051858.1	2946331	2947482	+	1152	169	234	300	265
HIS92_RS15195	NZ_CP051858.1	2947479	2948786	+	1308	2420	2215	1290	2034
HIS92_RS15200	NZ_CP051858.1	2948875	2949594	+	720	21	24	9	17
HIS92_RS15205	NZ_CP051858.1	2949587	2949841	+	255	2	7	1	4
HIS92_RS15210	NZ_CP051858.1	2949838	2950521	+	684	10	8	9	7
HIS92_RS15215	NZ_CP051858.1	2950505	2952724	+	2220	26	15	43	27
HIS92_RS15220	NZ_CP051858.1	2952709	2954124	+	1416	28	21	43	24
HIS92_RS15225	NZ_CP051858.1	2954230	2955270	+	1041	11	8	14	8
HIS92_RS15230	NZ_CP051858.1	2955267	2955854	+	588	7	12	8	4
HIS92_RS15235	NZ_CP051858.1	2955879	2957414	+	1536	151	175	99	181
HIS92_RS15240	NZ_CP051858.1	2957951	2959222	+	1272	377	390	182	344
HIS92_RS15245	NZ_CP051858.1	2959259	2959423	-	165	335	95	62	103
HIS92_RS15250	NZ_CP051858.1	2959439	2960284	-	846	600	904	543	883
HIS92_RS15255	NZ_CP051858.1	2960503	2960880	-	378	3	0	4	1
HIS92_RS15260	NZ_CP051858.1	2961162	2961851	+	690	370	283	437	340
HIS92_RS15265	NZ_CP051858.1	2961864	2964113	+	2250	2019	1468	1907	1415
HIS92_RS15270	NZ_CP051858.1	2964128	2966137	+	2010	3340	2697	2947	2744
HIS92_RS15275	NZ_CP051858.1	2966154	2967347	+	1194	3050	2395	2149	2075
HIS92_RS15280	NZ_CP051858.1	2967444	2968214	+	771	10	11	2	6
HIS92_RS15285	NZ_CP051858.1	2968368	2969915	+	1548	958	2428	1297	2445
HIS92_RS15290	NZ_CP051858.1	2970186	2970731	-	546	27	22	15	24
HIS92_RS15295	NZ_CP051858.1	2971204	2972223	+	1020	5	11	2	4
HIS92_RS15300	NZ_CP051858.1	2972213	2972878	+	666	3	5	1	2
HIS92_RS15305	NZ_CP051858.1	2972900	2973754	+	855	12	15	30	7
HIS92_RS15310	NZ_CP051858.1	2973922	2974389	-	468	0	3	18	1
HIS92_RS15315	NZ_CP051858.1	2974451	2974642	-	192	3	2	4	1
HIS92_RS15320	NZ_CP051858.1	2974635	2975816	-	1182	47	83	148	94
HIS92_RS15325	NZ_CP051858.1	2975892	2976374	-	483	117	227	220	265
HIS92_RS15330	NZ_CP051858.1	2976606	2976842	+	237	6	14	0	10
HIS92_RS15335	NZ_CP051858.1	2976984	2977274	+	291	1628	1844	526	1963
HIS92_RS15340	NZ_CP051858.1	2977290	2978747	+	1458	7186	7427	2716	6889
HIS92_RS15345	NZ_CP051858.1	2978762	2980189	+	1428	11573	11093	4479	9590
HIS92_RS15350	NZ_CP051858.1	2980750	2981655	+	906	1520	1418	462	1574
HIS92_RS15355	NZ_CP051858.1	2981796	2982542	+	747	21	27	15	11
HIS92_RS15360	NZ_CP051858.1	2982697	2984061	+	1365	8	11	1	1
HIS92_RS15365	NZ_CP051858.1	2984177	2985544	+	1368	13	24	9	22
HIS92_RS15370	NZ_CP051858.1	2985537	2986988	+	1452	30	57	32	44
HIS92_RS15375	NZ_CP051858.1	2987036	2987359	+	324	37	34	9	25
HIS92_RS15380	NZ_CP051858.1	2987492	2987983	+	492	18	6	20	9
HIS92_RS15385	NZ_CP051858.1	2988028	2989257	-	1230	530	793	509	795
HIS92_RS15390	NZ_CP051858.1	2989374	2990456	-	1083	1117	1549	266	1358
HIS92_RS15395	NZ_CP051858.1	2990994	2991701	+	708	676	739	116	737
